canon_hash,group_size,representative_kept,collapsed_ids
8e618f6e5f637a6148bfe00962557c06643a60216925699437b6b30d62e87ed4,2,5908,7810
386201426f22ff7592383995d6ab282aae624afc36c998ab35afa004b7995606,2,5911,16913
fe81717d8001307c4402191939890d6d65f902c76d688726a4946dae8a57f165,2,5916,9295
61df1149948d2f8b959bbbd3570dc41cba4de7b6895d48506e2fcb43a6d087c8,2,5936,13559
d43c1eb33371ca6948c2c712d700495d2da4abe56eddba201bf0d4912856366b,2,5941,12925
007fc8e2065c06d76b2d6591c7310dada8459c072013618de8471d50552b33c7,2,5980,14189
bcf84fb6f78ae53ed9800dae4d3946022e0122e7e1657fc6b2cb4e53fa74491e,2,5985,15357
398dde2be24d859634e860a2edaf72500d8a3608a7323a8c8dfe8ffa7fe9e3d7,2,6005,6911
6f9988de0d658fb2de71caef73b26afc7d84e34c426b8165e94188e0dd6e646c,2,6055,8720
80f5c4c84ecc29e9893410173dbfedaa8b329901b190af93b8dea130d8743e95,2,6120,7018
ffc04a8d16b9f108369a436f710061cb6717cc870b0eaf966b25514c003f25ea,2,6212,16535
266764b226721cccefd4c6772dca16f3087c0b1491fd6b3ae030e7765c549eb6,2,6217,19028
0d4084904608c9d4014cb9e718e07a8f3c5462df5169ee595cb29ed1404bcb95,2,6253,19511
02a9400cc636d92e251de16a2a42f009a7bee0adec1ad0cbf23658aec8948b68,2,6279,14305
9f1917028a3fb9742b37907a4df19ab107e0d33cbe747ec6ba22456e1d92db19,2,6288,12814
f3678dc075b262a04e89d634f436a8d450aa4683bcce30077005da25e94b5f91,2,6374,16593
7508a189f3a411571512153e1c10ef7accb4ce5f0c981f9f828fe325dfe95cfb,2,6381,13949
31bf9b344ae29897a33923ddf07844d85b668f23f48cac0283993854b907585a,2,6385,21635
90785f01eb36e29cb1ba7577fd114c7add537dfd86e932aafc5ed19627ab0176,2,6436,17160
1117bb1048fdcca9a9082aee23ba9f9183b11b80fd0ce1e690b5efbabfc1f9dd,2,6452,14272
f88aa503940b3a23182e7b83bfc56cdb7a8f6a25d5a274bcb141bc7ad26e7fa0,2,6486,14582
e7cd998d66eebba05074b0725af16985ca1413814d08bca11da960df2dadea3d,2,6499,17344
c6756ee7e017e0c15ae290b6238535d465dcaaf006eed415bbaba666dc0963b8,2,6534,10461
49750d71a7e40b072e9b3733b1186fce0fdeff21df1f5bc403fd7dd2da98a5bb,2,6538,17807
17ed210d38ac33597337768bdcff9265e5d885c9d37ee548765247bbdd63662f,2,6549,10347
16fd0e8ecddcc5522960fa62701d5637b14ac67d33a84a112c9e4da20b3c07fa,2,6551,12362
1cba6de07fdeaaabf9f36c8a45197a4e4315e057680f3c7c9cd00bec43788537,2,6571,18628
7c353980d87a0e7ea34cb71d06120eef7290c4627c0bd5761084336230ec630a,2,6575,11801
ecacd7a195867b53e920bb08ae8c052b19da3cd103b07b03a7d6ae97e2557b21,2,6594,19583
cbd20b186f69bfe4e74902d68b51e85843a5eaf766567677c6b88d3d8fd096b7,2,6665,6804
9d1fcb0c7eab683572c40cc6192debfbe98ad7cfd1b815319ba0a521b03401ce,2,6712,10543
aa2f650083fec73888586eac586c9b873935905375348192667a8200e64c26d1,2,6727,21385
866cf127c27cb9fca72c29599abfeb7f1929ba8e2683db0d6f8097e53d9bb36b,2,6845,19974
fa2cc83f2d2bae2cf3aa0e8577d19a1d51b34e3dc1e2d7e77ea7125d5fdf25b1,2,6868,17170
5a0d34887e16347ad0339a81b174e29209a957f248b3033296df4f81fbc978fa,2,6881,19082
5ee89c8768e3c33fd83e45e3e0fda957503e56fc577d53feddcfb030f5b6e9e2,2,6942,18944
8e08f0f2b20c179fc16d0ca444f6dd70a598d535750f5442bbd90e8e0af2b9ea,2,6969,7964
f120ac418a2558ff8cd57a0354e4ee7b3744518623bd2e37cac0f15fc5ece1fe,2,6993,17408
e44cf1efe653c2b7ff0d610d7083ab68fe340534390151a23103516dd6d24cd3,2,7002,10815
f87be3a596bfe5dbd56f9619f0591ef4af74e3f9be747bd7fd256e11e798f492,2,7009,17616
f85ae3efc22aad38337197d0cd83366a7084db3a70262ce38fcbb5359d9e6a45,2,7096,14888
ce4ca0cd92b6de1ea177ea8857767d337e4c444a400ff9cd49edb9ed1f43237a,2,7106,19631
c2735f02faefc761c78ab2327c2c57bd1505a66604f15cae85dfdb1e3adbc9c4,2,7125,19069
f2598caa4213e9f7e5d42e1978f820446037da2f5eae7c139d64f2473273b244,2,7132,20307
e61158c639a6a89e7e25e7342c90494a07b0a48b132a12552e714614808ce5c7,2,7204,8346
33ab7bef6e0d2411e65b21f07c6cbf399892b1a464ea9acb0d57d26bceb8ca4c,2,7221,11646
3792b944839af9f0cb84267f51f7a6b16d4f2b21c3ad7007182acbe5d7c3c4a1,2,7233,11602
992c8357d2f4152d3d3c94ce7e5f248f1fc22899c807433a3b87919e812e0a06,2,7290,12007
991eb227030105c47f1c3ce2032c6edb52f3295d1d666b50913a2bfa15cac26a,2,7292,15911
d3d63ce131b9922d38b246f7d1147f9d4b41404c69bf6b1588a56a5bae20f5fe,2,7314,21670
476efdf8d32d3631f68a4c0a8a59b5eea68f9b107ad93034e583740b3c9d8a5d,2,7297,18860
4027c42bdfedc3cfe01b3be3761dc1f165da516908bc3eab226f26464c6eebb4,2,7354,15356
431fd9836c41290bc392c1a1caac51076779a24cd1df98afe159b01fc6614324,2,7419,9297
fd9d5169c56247f25005f927752078732d6e8a07a38704833753a7c5524cee2e,2,7422,9559
049720c88e2bf7139187abb6e66ee8d8ccae56eff60b2d6c35dcc90131b9fec8,2,7439,19424
0df3a9b97f90dbef18a8d9a5a129df46a20d7f43410e4ad6cfdb0f91d95af459,2,7443,18539
9aabe3ce198020187f339d2fd287bb37cb34078b109d7c946a89b394782b3083,2,7446,16201
6a450cdd2527f39743dd5f798820d0d6f9691e8d0d23dc34b188bc79eb0fea3d,2,7504,16344
bcce7906802870f0abeb33ac90a4f5515149800162f78290605a07c693b9cfe7,2,7543,11418
4d05848031afad24489d1f33d3d4a127517f5abe449e416006a0315c8f2817df,2,7584,10151
a22d02f7109fa67c95d0a9629f69230bb49391236988268cb4b6425ef4e01d10,2,7623,19674
b9d2e10041086865535f245ee0eb3e22ce4439be9628c1357d40875963134700,2,7680,17056
ec0a82641b5f829a76f90fc8bbfcad2c1feb675290c99ee1db765eb58d6dbe6f,2,7713,8389
edd08f0cc17a9012419e5b64626ad1fa9d801bb0a8bdda21698afd7105f3ddc3,2,7753,7849
133446008b430911aee516c18e064e04b8f181c81cd38549ab6bbcafd3070390,2,7802,11476
9e9ffdc14cba3a186381f19044e37251f07d72ee97a4ba11300f4ae0eb0908dd,2,7815,12101
73c93dd09828409e496097b333649b7da762bf09ab9f4fb3e54249c99659d566,2,7833,7885
bc2d8f6c1ee3ba989c4f4126115f41d81f7c1764501844f62f3f3ab679e43b27,2,7848,16848
a7f6c1b4fc44b9459b7d888d2402cb19d45798ef444cddf1556944abe4258528,2,7919,10875
487b298f3a157a2889bf192e6baafb6eabe226c33d5cca0ccdfbac1434488d31,2,7952,13908
f4d9cd28e1f68f43b3cad81258edf30f388fea7ee1bc75a1c288f8e562a2a3ad,2,7960,17417
b8b8dcb01de81da75c01ee6e1cac8c33684e362075f3dc61d40b1cf3b8935ea2,2,7966,16823
b8d2f657456f4dab03637b0f6c9b7102e662c1af1d38c61753e8069886c1a15a,2,7985,10014
ccc538bda8777ba9aa9319d3d9a27c4d2407abb24533de0f9dd113b8f6c6b200,2,8006,13590
d732a586dc93f0dfb8fe4ab6a99dde6186203aced94236d0c68144706e093bc3,2,8014,15130
ef8976fef3c952192be9e3af3234d13bf140283b954507dd948ec1c1d9ae0f58,2,8033,12216
40a3c158d5c7c2d41390f6dd51249affa33a3aa174a11947d4236d5944381a40,2,8085,18894
67a0f54c79ff15ebe4afa35765f430945dd5dc409c9281f402ad7966dee2a483,2,8118,13911
70e267e63725135272fc81a7e97a4b67cba48ba06218c2e0178c0d6fd4d5da3b,2,8177,19448
67073bd2b9aa0ad29c7758f008c154e80522a5cf096217619b781db917b93dca,2,8189,19034
9a68bdda067b6629ec95a7bfd3318e50a72d9025c8f6376177cc5542dad99d55,2,8196,20036
2e012e12787b96413a019987c98f5f24b7465583338706f5b820cb2c2b9bb1f5,2,8201,19797
ef9c3e8f64e8fb416b85e7ad7e2151688995259c675c231882ec6b5d1ef4edd0,2,8206,8554
e8d3d670e1fc07ed6fb050a8323d0eaca21344538a992012cb91dc8bfa1385e6,2,8223,16274
bb1e184a97b050f24487b9ee1cc94af5c72e52939f88f85d85f7f6e47c8ca50a,2,8247,14278
5b20400508fa29713f2fed6402b7062eef9da40de38ba11924bc0593314ccd2c,2,8790,11822
2e189705a61467adb4abddd317b43e2a611ce396ef30af47caf016f3365ba0eb,2,8371,14518
bd430d8697802d3a5318c36321f0b62a14dee0323a489d4f3c9dd3cba5744f49,2,8404,16908
6a3d2e775f202db2c355a068c1b8e84bca867c0c80cc44b5a0d895554abe6e19,2,8418,19625
0be854621862986632138413be715d6bbec8683b6a6783fc259eb0ec1c07afab,2,8494,16998
66589077624d111239098a79fd629513660c60c16c86220586855db888dff424,2,8520,14075
f6da370217c812cb80bdfdabbcc76d9762a1951f2824da9c0131661cde3708df,2,8580,16378
2dc7889be2c8650322c2f7684771506162744b6b6abbffb5ab3753fac33843e2,2,8628,10340
32ddc1da746c0080300f6de7a56097b8e45c4479b8fd8f070c7192d1ff66c587,2,8791,18102
a68eebe9b937c60ab55cdcb85fd9e6f3fab11834cb1c72b79f7a8dd87f6ae18b,2,8820,9658
4c576bfe025fc83c9bb1eddde0442ffe87414a36144da28a8b2c85ffa0cf65f0,2,8895,10320
0a7094bf67c74c63367a4bca12f4cbf7d36c751b98e9764c17ac65c637009471,2,8941,9478
3f81c223df9fa6d0d5326749319e9e4d8acbc9c473a72f896b8c921a042f6b4e,2,8950,15906
a9b6d8aa5917bd18c42b9cd906e4775cfe682fea9f66544e727ad8e56208643e,2,8963,22237
ffad35e62bd8a61f84bea15cfb93e83c2013651ad5a95d0a0c58edf5d6925032,2,9017,20259
0629ebed9ec8c6731f81a613440a877a5ad5a396d3747302203c673e6cbe5937,2,9019,21885
30f762cb79d1d4911227c7791dcceceb7a0f1276edd954567407e6d0021d29d8,2,9045,20431
3642f098f0a5ccbf346a94e52e50258b2f2d332eb09eb64c899e3a6f698fa190,2,9060,14147
b2c77386a4360fabe0e9489bb46dae90758ea629c70dea4e11aeb1c0c4a7a026,2,9069,11220
bdf34608f91e27270db669a23cda5646b16278f772715dc304f1fd91c55fc037,2,9087,15483
5a8806a095ff4334a9598573aaeec38910216dd1bd99eb46bc4a0b8fcb9bb28f,2,9115,18369
de9f16c4f95db3a9c57c0343f2aa4f4bcb246ea4ba24fe37890e8a7c1d079081,2,9118,18965
f4efe5b912b98a69021d18b623a9d0bdee05f5b07bc8a3426c7bc7a6646ca2bc,2,9137,16051
50ee340ca34c3a60d9951007a16c594439eea6c2986a0c13e66ffec4d75f536d,2,9139,16775
0b8eca6748185dfd25c91db70e46e888baf859a2e182a2dfe51d7fd70ae574c0,2,9180,16052
ed1671574e5b8e73e9c16264a3039a32ce6e4d0d500db3dda79f6c948d911d32,2,9211,20761
b1f8978319a42b921c8430357bc481b2e2396c2f63a0aea4896235b0cd5f6177,2,9213,12908
39b044184e93eac22e8c18b6e648cde8b96477490c5437fe7799e4fde4d86b76,2,9271,13977
3f6c81e1d3b0f9f9777e8d4a1e124ad1361c5bcbee0e3496dc984d282cbfa793,2,9368,11316
b89bb0bb5c1089fbbf4d796a6a656e5a3bb33e05e1e83b020d94582fc944ac4e,2,9393,13101
80f2e980da5091107387ac1cd87e8fee8cc394f76c2d2670d90c642debbe8b24,2,9493,21275
eda76c48129d154cdc66e476c689945a298aa55aa9ff05dde08940b6089808c5,2,9535,15834
0f221519a5c55944a4502990a3c29e0c83d66e7c40facbb0534d947f15f49db5,2,9553,18363
e554e8980ae3c1fbaaa3fa1b29199478391ae5f7a784b2b1e233742bc8fd4bda,2,9607,21913
ce1e954d5ae482cb2210ea43c4e308723bc95f7beb3260a44920ce37cb2d8901,2,9654,10732
d9646579bdb2427d852b24b16b72b052fae3af245496e225e3ff9ae69c1d4679,2,9710,11671
9e9e144069210937f37e99e7bebb0de0c90f3bec9bd75c7d12f4bf77e5103946,2,9794,17177
d1ebf3015ee6867fadbfcc92d0bc0ac43acfe67a0ebe17d5931ff4cdddfd6eb8,2,9811,21626
59f8344399bd2fcf08800c16ad7e2d0fc8aca74cab6f0bb04850b1e05ced1147,2,9839,10403
d814dd2791ca142a20f156cf3558e25a68fa8405458ef4722586a10b652a894f,2,9850,10839
52a1d68601aa11453fa186a1fb44cafa55a2b5b7c4dc8cfedd56956e546d9935,2,9858,15426
42ffb521d1090b45d0ee1933255455005a088d883d46883503ff6144bd6b2f7e,2,9873,10475
c704037fde15e7c61939a9d08652bb3a90d35c844477f5af6ec65ed0bac7806d,2,9916,17453
76e2f24ef7568909529e55d4a58d5919812b74ae54f0ed7e8cf8af960cb1dd87,2,9998,19772
98e553dc364ef05689b0ff67d852879a6db87b48d82a0363c54486939029387e,2,10020,12497
9e7d404662043ec2be47aff44c34840bb9c9e6921c702890bb7bc97a5fc9e5ab,2,10042,11030
dd5bad6667ac6df178ff160ea8b1cadbe7d9ceecf137c77341ebfae4c6d0e0e3,2,10043,16664
ae26e392e94e435e471ec21290e9efe02a00768c15af66fad4c5854fe786a63c,2,10057,11140
cea5373b4b545a0b65f3a7c080e9de923ebd08416920e945621d44ebf383bfe4,2,10110,11763
bd3f3a222cb5c48252cf6638adc76565af5256e643317ab9b49570f95ca9051a,2,10127,18579
aeb1fb2cf7d639ee8eb67531b91e9bd5940e08eac49364344946b8d5679198fd,2,10135,15173
ebe6d4fc5decf370f413adc0ab7f99aaf67f110a952734fcdb359232921c31e2,2,10206,18219
6dbf2cf4d934dcc7e5f16b7ac24c71966ede194ccd7d66c122a984ec437fbc5c,2,10242,17019
d4cae3c4b895945d1412fe9afae6bd83664100fabf5cb7e740dc0542fa65f4f3,2,10258,20146
a952295587ef71899eecca7c11f802592930f590c069f57d1202e361f863f11d,2,10270,15652
45413adf65b96aa555cacd53f2b923e527101bfc62587e92212b8e62654803d1,2,10309,16657
ae99fc20d630d90bf8e0595911d963e01787fbcf6bb7e2add2c37246f940fbd6,2,10316,12615
62338f65522d38aea523903268362cabe4aa6f74922632ea62685371ef66756e,2,10337,17057
9fd029d2f571c9085cf7681c6ec6fc54c105626d2cdf0f380911992de4ee9c04,2,10438,15863
38690c49f6e33d7d07265a491f39d943c816584bd0a3a3ac6d2c07d9d73a3da9,2,10446,19390
3c079d5ce72b7cf5f979784adb929863a5a9b762d3ea484503314173ab0f7e73,2,10468,17431
eb9d11293eca7d6b6e104a8dd2171d1c0cbdd82ba81a3b9c2b0d61c719bdf7ad,2,10473,21992
c0817629a7618d7f9718855d76ae55c4486fe872553e20a45dd5e3d5c06a49e7,2,10555,19279
57fd3811e4062dec36ed7575c01e3e9ebbda20b973cdbc81bd3d3374e3e71b69,2,10631,17157
7b9b2c63ff76dc6c15efd81f809e22aac41755d8bd042eb7836dc7dfa0f0bb28,2,10673,12918
9323f86724411958f3e683ffa1ba47ca8c429723d0f6e83395a1204c0a3bbd5d,2,10675,22208
0983dce2cd72e2c24eb9d97a4f0f66067d64c5f009c33ea8bc501756609b9305,2,10693,11764
911e3d52f9d477164a82b560cb35ab8b1d943a07ac47b3fad5957b5c350dee06,2,10701,20807
e389a00cd33bb601039c325ccfcbbbfcf9b9a6b4b87a27755d9704f6dd6e809a,2,10854,10924
e44ea33cfc28d1a3658a8a34dfcd5f2abce20351d5849a31863b351e37b247bd,2,10874,14787
c2f420065c1fe3c785bd90b6b37b6242bf89a4d81674d67c350072b9d41201da,2,10960,20621
b922f4a56e9800f504d6a86e299b04b3e28a218cc3d20cc7b62a9b64a3ebe593,2,11017,17821
d713957f5b346f3a28622dca93b2b788eb3a8444f3d658e1648e44120d8dad74,2,10990,12100
f1e3e8d14cbc71e3c70c98401c6fb4b12926249aa2b4fb5aa8b4267cd1e873a3,2,11058,21508
6ca4395527903c4acc380490c7c0758715b205f1b436f7492b2b3f9b7fb166dc,2,11065,21617
82fba9c0ee33c7160ff84e1662b811ae1404b6056b89803a989bf148ac91355c,2,11102,16058
153e8ce45cbf9a79dc2e9cf814e1b41f5ce8bd3e03c9b81d03d7dfd3a720eda4,2,11154,21831
5f7ddaa99e24a0e3d071031ed9e9caae1869adbcd02c872d3527112dbaf19b5c,2,11155,14569
40230e7996e605651baee940c8c408f0888a547ce23fe9466366088ac8b20392,2,11207,15575
d4160975861616dd9f901f7ced81fdbc14b2050422989d92910fbca8dddadc21,2,11215,18061
f7642e836d4e1615ef8a613b69efed596250fc6d7b75b4f10f5973d67fa3a741,2,11320,14669
4912ec2f60ed6bd5c9e2a7114f06dfe66ecb483ae1b63ed54d64abca027c8c60,2,11322,17720
2c80cf85c4530dc051cfbfb4633825f5e3fd034390fd1af8c04d01e48b6b5bc6,2,11414,20629
605dbff8537fef31d11d67947d89170bc969a835a6b827cd0c2f1dd5a30f61a3,2,11438,12860
1a0bc91fa6ac0243e7bd4c6ed588eb99faa58754dd066da616b6102bb141b7ba,2,11468,11816
c9245299ce9213904d63e15e5e4d0ef682c32f9ec3eb7a483dece04110d1aa28,2,11482,20853
61dbb4dfae9af36541749915665d419ca84933d48f4ba58272b3348186a61bf7,2,11553,16014
fdb21e6932875f7d52b1d7fa2034d7fd5406a2669ab2e9739f4f913aa7a8a245,2,11682,21656
944920bbedd297f8fe866c7f9a5686b5786298eb58acccbd90857c41e6a7c987,2,11695,13221
9f75c16c5f95b48dcced2fba829567d106df9d7600013b564510da89d11a8df5,2,11772,21365
d605d24bd854cf86a97e7bd73fb6206c5cec2cc441bac2df00c90e55b660c2b5,2,11780,19695
bd52397c4cd547d297e3ba0882f3b4515fbaf3ced1d43c5735475e6ba58273c9,2,11847,14807
7eb3d08fa26e0abf2ef00b5831f581598c70ca075c3ee909f12d491cdf545d36,2,11898,14931
cffe6a4770eee2419a51b769c0e3f9ea4da224de26367e21fad9f70cdeb02c72,2,11908,22063
850fdc087982f8690ac9129cbb2d67baacdbe9859624c5217a92cf95e76bb497,2,11909,15564
d50952684531119e0953591408c0f2630f2a2fa6060f21d903a307f068c51f06,2,11955,14920
51dff621416986f9eee380304d61cd59944df37db25d55d8a8f04f6f7a665527,2,11962,21971
26c5a541e45d5c55db182f7a4f63cad379416a717b591d5412d7104a1b9c0f31,2,12017,14043
8df10e061c1d8d5387d63ac288da9c9d5b3459d0f8eee50902e6f481acb91934,2,12091,22308
4347be938f0a866e4bdce8de4e87309f16610e3cbef0ca6aeaa1e7c1bdb121b8,2,12093,14969
7b224e27b99ab38ca8c91e6f5f18af508e7d9bfc06a73d3531c820f81df6106c,2,12097,20140
19b3757624c82e3054b7325b70299f878b3ff968eeb1bb303c73e415b91ba45f,2,12108,12299
846f9c277105bb57ab3ab1a25bb33d75f4e75f7b62f7168179234c7d4a0d10de,2,12241,20353
accfa4e158c13304793e5c48b3dea3b2f377cb97c430b0d31d940b4248407151,2,12302,20655
a081f500d2ab61bf77951418357728f946cdb12e7c8216bd4ecc048b91d77097,2,12328,15513
9fe78d58df0c65c8e9a1e24aa7e44b50b464db937e6eb13eb5cb301a80ca3339,2,12358,12975
c169db016687f94c30d9ff1b461bd514f8edd40bd5384dcce1ca0e5d90f79762,2,12365,17778
adaa0cfbed9ed43dc70b8b8a84a2483066978776d6b5d77fcfab2885a025df42,2,12417,14829
33bda27a825a690a06b8f1c1e36997b1ecaacc57ac548361749cb8e4148022de,2,12744,13227
50d0b3a970bce2da7e1e0dc2db9ea6deb27a99f06ac1e09002b667884dca7a71,2,12528,15493
8404221a2da02ef94e73fe4b8b2ce066a2c874a57203ef20ef23cfbf88a59082,2,12553,12974
4d8069f076615fe0308e3fec7d5d18e83e7edbfc116caf4c905eb9ecaf5c2a8e,2,12602,14744
ee412cfaad891fd967f77c43095bcc953a33f49e18e00281fb6aa55a615646af,2,12625,20311
984cfc8c222b2e1850390b3b11fad184ca61d4f37178f00b332a3a5475376f96,2,12648,18152
7e0b6800199c5ed7aa327d592dda91ebde5f3054e70b8b944b26768a527a58a7,2,12661,17411
16b3ae309c940346a498231b406f7e4b75156ee3c8459cf96beb9812c577a580,2,12683,19148
ec96dd6f7680d9bd00ae40bc97b20a18a22220a685dad301be37fcff43be9ca4,2,12709,17407
45aed68bad24a95fd8a8ba478fd07810496bbd8420ad02293af85e7ab0faa0b8,2,12795,14381
479be18166bfaa4dc3dbdcb912546c75b8373e36999764d8d90ef1a0cd39c874,2,12987,16070
610e983d448d98e3c3641747b95a1e8625d6bbdd8cf567edcf47df0761ceaa6d,2,13052,14222
5df0f31a60bb4eeaedf7752c574e81137b494715437e5745c1506b366bded174,2,13080,17843
23aa4c65e6276ecc825915f727b62e87d909a2e7c9b43315adcf5c820714d430,2,13123,21101
ceb3b07d1b9cf0ec3926d5f5043218548b9a05cf7f7df2d3636796f905420e34,2,13149,22230
5f780b169f6279303a16494a475248c0d9abe0bbea2aa9a0c53dcb5947d3f23a,2,13154,13264
113da1653ada1b0579333b33d748dce2eb957d9421ef240924e943a16efd91c6,2,13171,20210
49b5fecf85a286b228096762dffa92116e9a46013a24cf8b4245fa4fb9b84911,2,13196,17943
1b8dbbc1a6313ee9fc3443e1e20fd50e8716d1d4cd84aaecdf17b5c37d94ede0,2,13201,16559
3a1c28584e34f5cd41d3ee0bcfbda3b9d25a5ee319ee50899d56b26ea2e95539,2,13220,16722
d24691f8a7cf5b97b28036c0f582d3744557c939c5b74403d6d663db309408b5,2,13236,19765
c21e4368589b061c9e34b45cfb8edf9bf279812bb491c7f94672941693a85b03,2,13252,14471
acfd0a307cb8b540fb984a60c89ea3165eae18919731a82d1adf3a5845ad89ad,2,13568,16308
19f9c4a61ed91287cc863d7ca82e859e39782aaf86b076a28df11b98018ef48e,2,13287,16432
04863efb4837aec9ab3d1d73962cbe9859a21b017144efea9e1a663aedc25430,2,13316,13650
5aa026dd10c8ba2d049fcd37228664185ff53932777c883c36bc9dce624daa2d,2,13365,18858
dbc05df0f13fe576f547620cf1c67c8bcf93d854b1958f741339d2c41b3363bb,2,13448,15326
7262e2c9486a428446f426d51de9ae07834a5d73d55db4f47d223216825019ef,2,13526,17654
a9c5e3eebce788476ec14c65fe08bed3bd0d02917c6bb0bde30a3df78fe30656,2,13543,20509
a28f8e4077ba63a26419c03f71952b2acb9e712ea2d7fcedb19b075ad9e5396c,2,13550,18095
f5c1d51f2dd766f257f0a3853cce7f94cf383c1dbe6f9067348d58e28b7ad2d2,2,13569,21390
0d67ba8508a4e89e2b4d73dcb93745d030837230a959371455bc30da26b346a2,2,14247,15129
a99fce6ed667a9f14f898b08e4bbddeba6e38ada682ba836a93c2e4a10fb86f4,2,15028,15083
44739af383de1f40e2fc63b38051e2e4a508d56d859408aee343df12c93f8309,2,15270,15935
a2d9f9293d81fa2014cea30f3bcc0af6b5277e0f0ee5a0166553f675e6d88f96,2,15212,19905
895b5a4640ffc6ae6d1c8e488d8d07c9f9bd7fd6187e2fc0c16d952129824774,2,16439,16665
ff060a88b2ca07656cf7ad24aa1916e457cdfeabd46621cc366c6ccd33dde9ff,2,16232,16442
09e93e2d395e7b421ab967a41d05530067f7595b66f6bad1accbdfa12b1bd1c3,2,16619,16661
c10d57c1c93d808b9482d80ccb2207454f61ccba013d1b26cbca3c6e782cd571,2,15380,16416
3d0ffb57b6b50082a6473370d6bc475cf395d4a320614ddef08686760c8ca173,2,14445,16776
376f45ab945126073a7ec51986696add3c15b615f36cfdea49e160fe18a0aaea,2,17067,17478
89150e31215f7d989ccbfbb491e627afc7342ebf74e0aa8f9d8e19b8a93e2c74,2,17583,22087
0a9b59819e858c99691ed6801570b57bb07f24a7af2ac279b3f2a943fdbe930c,2,17675,21857
57ad4dcbdcded0199cdb584e73482d3a260e51fb2704d4de153061e3141fcb52,2,15407,17476
10ed4d6a8407db09c6f155dc90ce66b459db93644a869d2b79ae1b9175e6742a,2,18353,21454
0dd2e334ba1a5eb3a5950281210fd30768516c6c4a245efed6fda48f14b617c9,2,13591,15230
86903b7860c4f59933bc3715d91fc2023c39246a38e1612f309a67bd733ed66f,2,13710,17645
9cbfa75f511970cc514dcf3a0d720838af31156f14e62d6beaf4949cbf33e19e,2,13784,16714
0da0ff60cd7f6cc4ebbdd6ffd2fb406e74fd8cd29277c97c3747de7b3496b2b7,2,13810,21604
731c18eb575f8834b82125ec64c990a3c3a6f03595405bff7ec55edc9b253281,2,13886,18812
064432190d6ce10ee87cfd6efcc4a159be09b7ff80171c3f6b13796f2bca7b13,2,13897,21455
1ad2f4996c9270e29ce878f0eeeb246c54125108ead15706fc561db07914e81f,2,13930,19067
e924f0e31cbdddcd356cdf24f1f68d5a8ea176114011dfd8942e91f3719848cb,2,13953,21232
dd791585c30579d33f80fbc07ff5b37feb38eeb18d41d8da581c1f1aaa4d2e65,2,14122,14792
2f12e0795a9f9c17bb1cbe9a5863aa1e669de22672de4863082a30d4275127d0,2,14217,14390
0c7f509f58488ae7255d91bd2f6c2c922ea79a4e7cba9550f76973e43cca1063,2,14283,14536
0dc7b92091579427669c13339e20e6f49b105cff120a1c8cb80b1511884e4d86,2,14340,16038
0ba68822a47bb1fc43df08ce00fa4944d4ac764f5328492500408016277d13b1,2,14413,21234
767211db77a2999fa22085e0ffbfab277e084dfdb2d6c43d327be6bffbd3ff45,2,14542,20240
b08af04dceeb6f5df001915ae2ab172aedc38f3f40eae91ad72e1fda18e4fd9b,2,14585,22015
555f942bd2264105e3239a79b56df400f30b17da1edc44e432affeb05dc8c848,2,14648,18487
3babc9ecd74989338288ae7c4a0b9f747cabfed075f3f9e89d257894db5dbc58,2,14678,21798
756b85aea57d4f50f8230c07163979163c0cc10219457ba3282a362ad842b6e2,2,14742,22037
5da57a6d1612f9270f5b781988c7934b446f6164c0bf6bc243ae07161baf74be,2,14800,21336
c59d0b68d7a7ddd9bb6420d67c24d7accd5cdba1adf2c43bebd30290c12cf6ff,2,14895,19271
e5e5b00377e4950c2437a683583855c1f28cfe3dae2b7a4676ddd74a64558198,2,15117,20347
5a83f3079da518abcabb73088dc7d6c0aacedd1bc8cadeec8600e373a5938a8c,2,15157,20935
aad93b075def64343ee2c75198506121a406e7d2866ed1c848ab6e8a33163f4c,2,15209,21242
0132fc810e5aca67038c4d2027f32612e74e042c194c180af70ceb32290a1b2a,2,15306,18725
cac7ef6dada975cf1c926a1ac87fd8d840ca3eea494986b9a9239a44af54bfc3,2,15450,16357
2de3ab079052eb0803e92e461234844ae67ffbf668fb2f97264e705471d34bd3,2,15465,15510
c712250e26433e0267d91d2a7e5e8092e6dedd90171c87a4c11ae684d0b74697,2,15613,21609
21f9be3df6e6d910bd938b796d1da53e1032f6299f7e0352e583806b20288e96,2,15623,22266
7d68e0d39606b7d854128cc31b9a64e08f035eb3a613fa31367bcda135290315,2,15716,21646
1bf64f01afbff3785f0dedf105cd08d5bc81ab8225d4931f47a53965361af31a,2,15901,21680
4a93f75d4edcf64a47e1f2493f110b1725813fc38b6237146c6e2abea72987a9,2,15927,17121
146d1ae633836c72e62b41b5af935100afff67e27d56e41c245aafd0e8ce2169,2,15943,20554
17c9d01e53f8a9dc3d78957be783bd08f4d4961d0462edddb3b087a3bc076c60,2,15993,18975
2113de2a8f47e49b228a0e00777aa21a02677151ca044edb3a6087236fa1cc4c,2,16096,16373
934308b7e450bc193d79c7cd9cc611c9351d673b3a9b5de154446d39cba9c761,2,16199,20996
6176f009164e1b4829b2469c1b5eb839fcd1d58a5903d982e8862f8523ccfb98,2,16635,18947
